# CodeTruth Keyword Dictionary
# Format: category,term,weight/score,context,synonyms,notes
# Version: 1.0.0
# Last Updated: 2026-01-21

# Domain Keywords - For intent classification
domain_keywords,authentication,1.0,security,auth login signin,"User identity verification"
domain_keywords,authorization,1.0,security,auth permission rbac,"Access control and permissions"
domain_keywords,auth,0.8,security,authentication authorization,"Common abbreviation for auth"
domain_keywords,login,0.9,security,authentication signin,"User login process"
domain_keywords,signin,0.9,security,authentication login,"User sign in process"
domain_keywords,logout,0.8,security,signout,"User logout process"
domain_keywords,signout,0.8,security,logout,"User sign out process"
domain_keywords,signup,0.9,security,register,"User registration process"
domain_keywords,register,0.9,security,signup,"User registration"
domain_keywords,password,0.9,security,credential,"Password management"
domain_keywords,credential,0.9,security,password token,"User credentials"
domain_keywords,token,0.8,security,jwt oauth,"Authentication token"
domain_keywords,jwt,0.8,security,token,"JSON Web Token"
domain_keywords,oauth,0.9,security,authentication,"OAuth authentication"
domain_keywords,oidc,0.8,security,oauth,"OpenID Connect"
domain_keywords,sso,0.8,security,single sign on,"Single Sign-On"
domain_keywords,2fa,0.8,security,two factor,"Two-factor authentication"
domain_keywords,mfa,0.8,security,multi factor,"Multi-factor authentication"
domain_keywords,session,1.0,state,cookie token,"User session"
domain_keywords,cookie,0.8,session,token,"Session cookie"
domain_keywords,permission,0.9,security,rbac role,"Access permission"
domain_keywords,role,0.9,security,permission rbac,"User role"
domain_keywords,rbac,0.8,security,role permission,"Role-based access control"
domain_keywords,payment,1.0,billing,transaction billing subscription,"Financial transactions"
domain_keywords,billing,0.9,billing,payment subscription invoice,"Invoice and payment processing"
domain_keywords,subscription,0.9,billing,payment billing recurring,"Recurring payment management"
domain_keywords,transaction,0.9,billing,payment billing financial,"Financial operations"
domain_keywords,invoice,0.9,billing,payment billing,"Invoice management"
domain_keywords,receipt,0.8,billing,payment invoice,"Payment receipt"
domain_keywords,refund,0.9,billing,payment transaction,"Refund processing"
domain_keywords,charge,0.8,billing,payment transaction,"Payment charge"
domain_keywords,pricing,0.8,billing,payment cost,"Pricing management"
domain_keywords,cost,0.8,billing,payment pricing,"Cost calculation"
domain_keywords,discount,0.8,billing,pricing coupon,"Discount management"
domain_keywords,coupon,0.8,billing,discount voucher,"Coupon system"
domain_keywords,voucher,0.8,billing,discount coupon,"Voucher system"
domain_keywords,wallet,0.8,billing,payment transaction,"Digital wallet"
domain_keywords,stripe,0.8,billing,payment processor,"Stripe payment"
domain_keywords,paypal,0.8,billing,payment processor,"PayPal payment"
domain_keywords,checkout,0.9,billing,payment cart,"Checkout process"
domain_keywords,cart,0.8,billing,checkout payment,"Shopping cart"
domain_keywords,database,1.0,storage,repository persistence sql nosql,"Data storage layer"
domain_keywords,storage,0.9,storage,database persistence file cloud,"General data storage"
domain_keywords,persistence,0.8,storage,database repository,"Data durability"
domain_keywords,repository,0.8,storage,database persistence repo,"Data access layer"
domain_keywords,sql,0.9,database,mysql postgres,"SQL database"
domain_keywords,nosql,0.9,database,mongodb redis,"NoSQL database"
domain_keywords,mysql,0.8,database,sql,"MySQL database"
domain_keywords,postgres,0.8,database,sql postgresql,"PostgreSQL database"
domain_keywords,postgresql,0.8,database,sql postgres,"PostgreSQL database"
domain_keywords,mongodb,0.8,database,nosql mongo,"MongoDB database"
domain_keywords,redis,0.9,cache,nosql,"Redis cache/database"
domain_keywords,elasticsearch,0.8,database,nosql search,"Elasticsearch search"
domain_keywords,cassandra,0.8,database,nosql,"Cassandra database"
domain_keywords,dynamodb,0.8,database,nosql aws,"DynamoDB database"
domain_keywords,firebase,0.8,database,nosql google,"Firebase database"
domain_keywords,schema,0.8,database,migration model,"Data schema"
domain_keywords,migration,0.9,database,schema,"Database migration"
domain_keywords,seed,0.8,database,migration data,"Database seeding"
domain_keywords,query,0.8,database,search select,"Database query"
domain_keywords,select,0.8,database,query sql,"SQL SELECT"
domain_keywords,insert,0.8,database,query sql,"SQL INSERT"
domain_keywords,update,0.8,database,query sql,"SQL UPDATE"
domain_keywords,delete,0.8,database,query sql,"SQL DELETE"
domain_keywords,api,1.0,communication,rest graphql endpoint,"Application interface"
domain_keywords,rest,0.9,communication,api endpoint,"RESTful interface"
domain_keywords,graphql,0.9,communication,api endpoint,"GraphQL interface"
domain_keywords,endpoint,0.8,communication,api route handler,"API endpoint"
domain_keywords,route,0.8,communication,api endpoint handler,"URL routing"
domain_keywords,handler,0.8,communication,api endpoint route,"Request handler"
domain_keywords,user,1.0,account,account profile,"User management"
domain_keywords,account,0.9,user,user profile,"User account"
domain_keywords,profile,0.8,user,user account,"User profile"
domain_keywords,admin,0.8,user,user,"Administrative interface"
domain_keywords,notification,1.0,messaging,email sms,"Alert system"
domain_keywords,email,0.9,notification,messaging sms,"Email communication"
